dtxsid,refchem_agonist,refchem_antagonist,auc_agonist,er_class,chemical,ESR1_pmi,ESR2_pmi,ESRRA_pmi,ESRRB_pmi,ESRRG_pmi,ESR1_coc,ESR2_coc,ESRRA_coc,ESRRB_coc,ESRRG_coc,n_chem
DTXSID8032548,,,0.000538,0.0,Fenbuconazole,0.12994920439780233,0.2823724336709763,0.0,0.0,0.0,1,1,0,0,0,53
DTXSID1041920,,,0.000532,0.0,2-(2-Ethylhexyloxy)ethanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID7029871,,,0.000434,0.0,Clotrimazole,0.00989368577390494,0.0,0.0,0.11804647190752901,0.0,4,0,0,1,0,1624
DTXSID6021248,,,0.000414,0.0,Rotenone,0.00846475517770893,0.0,0.0,0.06187956478148083,0.0,10,0,0,1,0,4183
DTXSID7030698,,,0.000384,0.0,alpha-CYCLODEXTRIN,-0.03980366079497625,0.0,0.0,0.0,0.0,1,0,0,0,0,925
DTXSID7027887,,,0.000358,0.0,Bis(2-ethylhexyl) tetrabromophthalate,0.05638507134248295,0.0,0.0,0.0,0.0,1,0,0,0,0,183
DTXSID3029572,,,0.000355,0.0,Benoxacor,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,28
DTXSID6048202,,,0.00034,0.0,Isobutyrophenone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,43
DTXSID6034186,inactive,,0.000278,0.0,Spironolactone,0.006792057842681725,0.02159508066276655,0.0,0.0,0.0,10,1,0,0,0,4286
DTXSID3031864,,,0.000259,0.0,Perfluorooctanesulfonic acid,0.09749983198870414,0.06395162836819407,0.0,0.0,0.0,34,2,0,0,0,4390
DTXSID3031864,,,0.0,0.0,Perfluorooctanesulfonic acid,0.09749983198870414,0.06395162836819407,0.0,0.0,0.0,34,2,0,0,0,4390
DTXSID7021239,,,0.000228,0.0,Tretinoin,0.13788763913370636,0.0,0.15173165269933375,0.37561904248846706,0.0,241,0,4,165,0,23805
DTXSID7025895,,,0.000215,0.0,N-Phenyl-p-phenylenediamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,65
DTXSID8027292,,,0.000186,0.0,Dibutyltin dichloride,0.08243429994188706,0.0,0.0,0.0,0.0,1,0,0,0,0,118
DTXSID4034653,,,0.000168,0.0,Hexaconazole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,210
DTXSID1020510,,,0.000165,0.0,"7,12-Dimethylbenz[a]anthracene",0.23587056837552148,0.18278498909125512,0.0,0.13155406662136518,0.0,106,7,0,2,0,2834
DTXSID5044578,,,0.000157,0.0,"Sodium 2,5-dimethylbenzenesulfonate",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID3023556,,,0.000138,0.0,Retinol,0.011376030347612129,0.0,0.0,0.02357185358303191,0.0,60,0,0,3,0,24553
DTXSID9044538,,,0.000131,0.0,Disperse Orange 37,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12
DTXSID0032520,,,0.000129,0.0,Azoxystrobin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,964
DTXSID6027131,,,0.000127,0.0,"1,2,4-Triazole",-0.010945263109639934,0.0,0.0,0.0,0.0,6,0,0,0,0,3347
DTXSID2041208,,,0.000123,0.0,Decyl beta-D-glucopyranoside,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30
DTXSID5021758,,,0.000118,0.0,Tris(2-butoxyethyl) phosphate,0.13686031350840588,0.0,0.0,0.0,0.0,5,0,0,0,0,294
DTXSID9042209,,,0.000107,0.0,N-Methyldioctylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10
DTXSID9020582,,,0.000107,0.0,Ethoxyquin,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,172
DTXSID1026900,,,0.000105,0.0,Dodecyltrimethylammonium chloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,206
DTXSID1024259,,,0.000105,0.0,Phosalone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,140
DTXSID8026773,,,0.000104,0.0,"1,3-Butanediol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,217
DTXSID8020040,,,0.000104,0.0,Aldrite,0.08077080672894983,0.0,0.0,0.0,0.0,5,0,0,0,0,691
DTXSID9021554,,,0.000102,0.0,Capric Acid,0.0,0.0,0.0,0.1386382883127279,0.0,0,0,0,1,0,1148
DTXSID6024048,,,0.000101,0.0,Difenzoquat metilsulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID1047368,,,0.000101,0.0,"6-Methoxy-1,1-dioxo-2-[[4-oxo-9-(2-piperidin-1-ylethoxy)pyrido[1,2-a]pyrimidin-2-yl]oxymethyl]-4-propan-2-yl-1,2-benzothiazol-3-one",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID0034518,,,9.96e-05,0.0,Desmedipham,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,14
DTXSID4022448,,,9.33e-05,0.0,Metolachlor,-0.036910466424858755,0.0,0.0,0.0,0.0,1,0,0,0,0,881
DTXSID0047325,,,8.97e-05,0.0,Dtxcid8027325,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID9023914,,,7.97e-05,0.0,Dicrotophos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,63
DTXSID4042121,,,7.79e-05,0.0,Mepanipyrim,0.14099707117027482,0.0,0.0,0.0,0.0,1,0,0,0,0,44
DTXSID5020784,,,7.55e-05,0.0,Lovastatin,0.05012263314086917,0.0,0.0,0.0,0.0,12,0,0,0,0,2764
DTXSID3020415,,,7.37e-05,0.0,"1,2-Dibromoethane",0.04709513060659626,0.0,0.0,0.0,0.0,1,0,0,0,0,214
DTXSID4042096,,,7.22e-05,0.0,L-Glucitol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,76
DTXSID4027076,,,7.18e-05,0.0,Triethanolamine lauryl sulfate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID0023581,,,7.11e-05,0.0,Simvastatin,0.0,0.0,0.044890585371007444,0.0,0.0,0,0,1,0,0,29166
DTXSID7034676,,,6.95e-05,0.0,Isazofos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17
DTXSID9020160,,,6.93e-05,0.0,Biphenthrin,0.0898027994718041,0.0,0.0,0.1465357693091422,0.0,8,0,0,1,0,1005
DTXSID6032352,,,6.35e-05,0.0,Chlorpyrifos-methyl,0.028039168670452985,0.0,0.0,0.0,0.0,1,0,0,0,0,295
DTXSID7035272,,,6.27e-05,0.0,"2,6-Diisopropylnaphthalene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9
DTXSID8023719,,,6.25e-05,0.0,Troglitazone,0.09093062285669118,0.0,0.20957760100625766,0.0,0.2256539928379933,14,0,1,0,1,1820
DTXSID3047346,,,6.23e-05,0.0,Dtxcid1027346,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID4027236,,,6.13e-05,0.0,"2,3-Dinitrotoluene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,13
DTXSID0040701,,,6.04e-05,0.0,Triethyl citrate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,205
DTXSID9048198,,,5.9e-05,0.0,4-Propylcyclohexanone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID4047387,,,5.9e-05,0.0,Dtxcid2027387,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID6022474,inactive,,5.64e-05,0.0,Corticosterone,0.04832205427000251,0.0957639476159934,0.0,0.039822908535086396,0.0,98,16,0,4,0,25638
DTXSID9024930,,,5.41e-05,0.0,"3,4-Diaminotoluene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21
DTXSID4032613,,,5.35e-05,0.0,Fenitrothion,0.04042201429602114,0.0,0.0,0.0,0.0,3,0,0,0,0,751
DTXSID0048189,,,5.27e-05,0.0,Dodecyl gallate,0.09225998004004811,0.0,0.0,0.0,0.0,1,0,0,0,0,100
DTXSID2047272,,,4.43e-05,0.0,"2H-Pyran-4-carboxamide, tetrahydro-4-(3-((4-(2-methyl-1H-imidazol-1-yl)phenyl)thio)phenyl)-, methanesulfonate (1:1)",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID8024280,,,4.37e-05,0.0,Propiconazole,0.04691606227303367,0.0,0.0,0.0,0.0,3,0,0,0,0,678
DTXSID9020089,,,4.31e-05,0.0,Anilazine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27
DTXSID1041188,,,4.3e-05,0.0,2-Nitro-3-phenyl-2-propene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID1024174,,,3.83e-05,0.0,Tribufos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,163
DTXSID2029874,,,2.09e-05,0.0,Fenofibrate,-0.033044935104417764,0.03980112519565118,0.0,0.12493056833835552,0.0,4,1,0,2,0,3154
DTXSID3021358,,,1.67e-05,0.0,Tolazamide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,15
DTXSID3031860,,,1.42e-05,0.0,Perfluorodecanoic acid,0.09601019984546356,0.0,0.0,0.0,0.0,6,0,0,0,0,669
DTXSID4048191,,,1.11e-05,0.0,"4,4'-Methylenebis(2,6-diethylaniline)",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID8024151,,,8.32e-06,0.0,Enilconazole,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,349
DTXSID3041293,,,7.52e-06,0.0,2-((Dimethylamino)methyl)phenol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9
DTXSID7020972,,,1.37e-06,0.0,"1-[(5-Nitro-2-furanyl)methylideneamino]imidazolidine-2,4-dione",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID9033058,,,7.51e-09,0.0,"4-Amino-1,2,4-triazole",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,91
DTXSID3032620,,,1.42e-21,0.0,Hexaflumuron,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,103
DTXSID2032550,,,0.0,0.0,"Fenpyroximate (Z,E)",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID7032638,,,0.0,0.0,Pyraclostrobin,0.07932629228097772,0.0,0.0,0.0,0.0,6,0,0,0,0,860
DTXSID4022369,,,0.0,0.0,Fulvestrant,0.6379792558169853,0.4857778676678061,0.32243807659387885,0.10642176217818304,0.0,2702,192,8,2,0,4253
DTXSID4024276,,,0.0,0.0,Propargite,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,229
DTXSID3032591,,,0.0,0.0,"1-Bromo-3-chloro-5,5-dimethylimidazolidine-2,4-dione",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12
DTXSID4032580,,,0.0,0.0,Trifloxystrobin,0.029878491024359036,0.0,0.0,0.0,0.0,1,0,0,0,0,286
DTXSID9034492,,,0.0,0.0,Cyazofamid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,67
DTXSID9047542,,,0.0,0.0,Picoxystrobin,0.12358262826761868,0.0,0.0,0.0,0.0,1,0,0,0,0,59
DTXSID8033562,inactive,,0.0,0.0,Hydroxyflutamide,0.26018441859164326,0.18484630221704873,0.0,0.0,0.0,21,1,0,0,0,274
DTXSID2032639,,,0.0,0.0,Pyridate,0.1617866595159154,0.0,0.0,0.0,0.0,1,0,0,0,0,31
DTXSID0020523,,,0.0,0.0,"2,4-Dinitrophenol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1136
DTXSID1021409,,,0.0,0.0,Triphenyltin hydroxide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,149
DTXSID2026238,,,0.0,0.0,Trimethylamine,-0.0661970571427164,0.0,0.0,0.0,0.0,3,0,0,0,0,4025
DTXSID5024057,,,0.0,0.0,Dimethylamine,-0.007332715592152972,0.0,0.0,0.0,0.0,3,0,0,0,0,1593
DTXSID0027191,,,0.0,0.0,Cyclopentadiene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,733
DTXSID5024681,,,0.0,0.0,tert-Butylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,214
DTXSID7024031,,,0.0,0.0,"trans-1,2-Dichloroethylene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,345
DTXSID1020516,,,0.0,0.0,"1,1-Dimethylhydrazine",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,242
DTXSID2027258,,,0.0,0.0,Isopropyl formate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8
DTXSID6041426,,,0.0,0.0,"3,4-Dihydro-2H-pyran",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,446
DTXSID5020029,,,0.0,0.0,Acrylonitrile,-0.0577553160511557,0.0,0.0,0.0,0.0,2,0,0,0,0,2405
DTXSID3027403,,,0.0,0.0,Tributyltin chloride,0.1624762182946477,0.0,0.0,0.0,0.0,5,0,0,0,0,199
DTXSID7030060,,,0.0,0.0,"2,2-Dichloropropane",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID6032518,,,0.0,0.0,"4,5-Dichloro-3H-1,2-dithiol-3-one",0.16373321059929863,0.31615643987247266,0.0,0.0,0.0,1,1,0,0,0,30
DTXSID1024176,,,0.0,0.0,Methacrylonitrile,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50
DTXSID9035204,,,0.0,0.0,Tributyltin methacrylate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
DTXSID4020292,,,0.0,0.0,Chloroacetaldehyde,0.0,0.0,0.0,0.24797401707501854,0.0,0,0,0,1,0,182
DTXSID1022055,,,0.0,0.0,Tert-butyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,59
DTXSID1044643,,,0.0,0.0,"2,3-Epoxypropyltrimethylammonium chloride",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,130
DTXSID9020243,,,0.0,0.0,Captan,0.012696698279232418,0.0,0.0,0.0,0.0,1,0,0,0,0,382
DTXSID4026769,,,0.0,0.0,Hexamethyldisiloxane,-0.14009387788753747,0.0,0.0,0.0,0.0,1,0,0,0,0,5010
DTXSID1040110,,,0.0,0.0,Ethyl propionate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,123
DTXSID5026461,,,0.0,0.0,Isobutyronitrile,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,203
DTXSID7038810,,,0.0,0.0,"1,1,3,3-Tetramethyl-1,3-divinyldisiloxane",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,32
DTXSID7021653,,,0.0,0.0,Valeraldehyde,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,347
DTXSID8020044,,,0.0,0.0,Allyl alcohol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,877
DTXSID2024955,,,0.0,0.0,Di-tert-butyl peroxide,0.01395313648500969,0.0,0.0,0.0,0.0,1,0,0,0,0,374
DTXSID8022113,,,0.0,0.0,"3,4-Dichloro-1-butene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5
DTXSID1041425,,,0.0,0.0,2-Hexenal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,930
DTXSID2021739,,,0.0,0.0,1-Propanol,-0.035775813029905346,0.0,0.0,0.0,0.0,4,0,0,0,0,3290
DTXSID8020969,,,0.0,0.0,Nitroethane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,153
DTXSID0042379,,,0.0,0.0,Dimethoxydimethylsilane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,26
DTXSID0041981,,,0.0,0.0,Fluoroacetic acid,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,329
DTXSID8024311,,,0.0,0.0,Sodium fluoroacetate,-0.04346702053381306,0.0,0.0,0.0,0.0,3,0,0,0,0,2814
DTXSID2025395,,,0.0,0.0,Hexamethyldisilazane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,726
DTXSID6040111,,,0.0,0.0,Ethyl butyrate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,389
DTXSID5044570,,,0.0,0.0,Ethylenediamine dihydroiodide,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,40
DTXSID6042494,,,0.0,0.0,Trimethoxypropylsilane,-0.03830890941220001,0.0,0.0,0.0,0.0,1,0,0,0,0,902
DTXSID9029146,,,0.0,0.0,4-Methylmorpholine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,300
DTXSID3029154,,,0.0,0.0,Cyclopentanone,-0.0009836500722922796,0.15143957920088175,0.0,0.0,0.0,1,1,0,0,0,481
DTXSID9041861,,,0.0,0.0,"Ethyl phosphite, (C2H5O)2(OH)P",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID1023996,,,0.0,0.0,Cyclohexylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,318
DTXSID2025688,,,0.0,0.0,Morpholine,-0.020011295827958908,0.0,0.0,0.0,0.0,3,0,0,0,0,1945
DTXSID5025102,,,0.0,0.0,3-Dimethylaminopropylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,90
DTXSID5024182,,,0.0,0.0,2-Methoxyethanol,0.055231977504991585,0.0,0.0,0.0,0.0,23,0,0,0,0,5103
DTXSID5034981,,,0.0,0.0,Tributyltin benzoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID9027528,,,0.0,0.0,3-(Methylthio)propionaldehyde,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,319
DTXSID6026298,,,0.0,0.0,m-Xylene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,663
DTXSID1026879,,,0.0,0.0,Hexamethyleneimine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,209
DTXSID7024821,,,0.0,0.0,4-Chlorobenzotrifluoride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9
DTXSID1021877,,,0.0,0.0,2-Chloroethanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,71
DTXSID5021914,,,0.0,0.0,5-Methyl-2-hexanone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12
DTXSID9025453,,,0.0,0.0,Isoamyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,441
DTXSID7041962,,,0.0,0.0,Ethyltriethoxysilane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10
DTXSID6024676,,,0.0,0.0,Butyl acrylate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1061
DTXSID7024087,,,0.0,0.0,2-Ethoxyethanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,300
DTXSID2026781,,,0.0,0.0,4-Methyl-2-pentanol,0.03841746558151528,0.0,0.21752326562252847,0.0,0.0,6,0,1,0,0,1592
DTXSID6042490,,,0.0,0.0,Triethoxymethylsilane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,248
DTXSID0021464,,,0.0,0.0,Ziram,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,160
DTXSID2029290,,,0.0,0.0,(-)-alpha-Pinene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1002
DTXSID4026501,,,0.0,0.0,alpha-PINENE,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,984
DTXSID7021150,,,0.0,0.0,Phenylmercuric acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,695
DTXSID9025796,,,0.0,0.0,Nonane,-0.017388076876539493,0.0,0.0,0.13344274514023763,0.0,2,0,0,1,0,1253
DTXSID4020666,,,0.0,0.0,Glycidol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,427
DTXSID6020359,,,0.0,0.0,Cyclohexanone,0.020943170474024622,0.08934619018604156,0.0,0.0,0.0,4,1,0,0,0,1369
DTXSID6041472,,,0.0,0.0,"3,5-Dimethyl-1-hexyn-3-ol",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17
DTXSID6020515,,,0.0,0.0,"N,N-Dimethylformamide",-0.09768996621405136,0.0,0.0,0.0,0.0,2,0,0,0,0,4584
DTXSID5021916,,,0.0,0.0,2-Heptanone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,356
DTXSID8041957,,,0.0,0.0,Triethyl orthoformate,0.0972098866647568,0.0,0.0,0.0,0.0,1,0,0,0,0,92
DTXSID9021390,,,0.0,0.0,"1,2,3-Trichloropropane",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,77
DTXSID3020047,,,0.0,0.0,Allyl isothiocyanate,0.027601337212793103,0.0,0.0,0.0,0.0,3,0,0,0,0,919
DTXSID2027204,,,0.0,0.0,Methyl isothiocyanate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,136
DTXSID1027263,,,0.0,0.0,Pentyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,204
DTXSID8023977,,,0.0,0.0,2-Chlorotoluene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,35
DTXSID3042219,,,0.0,0.0,Propylbenzene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,419
DTXSID9040710,,,0.0,0.0,Octamethyltrisiloxane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,72
DTXSID9024691,,,0.0,0.0,Butyl glycidyl ether,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,31
DTXSID2020505,,,0.0,0.0,Deanol,-0.07551175354381533,0.0,0.0,0.0,0.0,1,0,0,0,0,1688
DTXSID1027500,,,0.0,0.0,2-Propoxyethanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9
DTXSID1024621,,,0.0,0.0,Diglyme,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,231
DTXSID4027153,,,0.0,0.0,1-Bromo-4-fluorobenzene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7
DTXSID1041184,,,0.0,0.0,(-)-beta-Pinene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,562
DTXSID7026314,,,0.0,0.0,Pyrithione ZINC,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,71
DTXSID7021029,,,0.0,0.0,N-Nitrosodimethylamine,-0.03302428665996162,0.0,0.0,0.11844993925075377,0.0,2,0,0,1,0,1613
DTXSID8024814,,,0.0,0.0,4-Chlorotoluene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,47
DTXSID8026488,,,0.0,0.0,Camphene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,529
DTXSID6026797,,,0.0,0.0,Mesitylene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,610
DTXSID1033371,,,0.0,0.0,Cyclopentanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,82
DTXSID5021544,,,0.0,0.0,2-Chlorophenol,-0.008071694771014996,0.0,0.0,0.0,0.0,1,0,0,0,0,542
DTXSID1025306,,,0.0,0.0,Ethylidene-norbornene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20
DTXSID5027142,,,0.0,0.0,"3,4-Dichlorobenzotrifluoride",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3
DTXSID9021928,,,0.0,0.0,2-Ethoxyethyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,96
DTXSID5025023,,,0.0,0.0,Dicyclopentadiene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,539
DTXSID1020647,,,0.0,0.0,Furfural,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2994
DTXSID3047138,,,0.0,0.0,tert-Butylbenzene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,109
DTXSID6022056,,,0.0,0.0,"1,3-Dichlorobenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,104
DTXSID6021402,,,0.0,0.0,"1,2,4-Trimethylbenzene",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,169
DTXSID6025692,,,0.0,0.0,Myrcene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1005
DTXSID5020499,,,0.0,0.0,"N,N-Dimethylacetamide",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1789
DTXSID3041954,,,0.0,0.0,3-Octanone,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,169
DTXSID1020512,,,0.0,0.0,Dimethylcarbamoyl chloride,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,33
DTXSID4020616,,,0.0,0.0,Eucalyptol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2783
DTXSID3021980,,,0.0,0.0,Ethyl hexanoate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,406
DTXSID3020889,,,0.0,0.0,4-Methylstyrene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,300
DTXSID9025291,,,0.0,0.0,2-Ethylhexanal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,52
DTXSID1038795,,,0.0,0.0,"1,1,1,3,5,5,5-Heptamethyltrisiloxane",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,24
DTXSID1020431,,,0.0,0.0,"1,4-Dichlorobenzene",-0.004771686316534194,0.0,0.0,0.0,0.0,2,0,0,0,0,1022
DTXSID6024917,,,0.0,0.0,Diacetone Alcohol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,154
DTXSID5029217,,,0.0,0.0,1-Propoxy-2-propanol,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID4025080,,,0.0,0.0,"2,6-Dimethyl-4-heptanone",0.02066813907327497,0.17309136834644898,0.0,0.0,0.0,1,1,0,0,0,334
DTXSID8021515,,,0.0,0.0,Butyric Acid,-0.011384638653449426,0.05851917493245671,0.0,0.0,0.0,18,4,0,0,0,9982
DTXSID2029616,,,0.0,0.0,Imidazole,-0.03307774117685606,0.0,0.0,0.028551527928003407,0.0,20,0,0,2,0,14960
DTXSID9020168,,,0.0,0.0,Bis(2-chloroethyl) ether,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,36
DTXSID2029612,,,0.0,0.0,"Limonene, (+/-)-",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3961
DTXSID6024913,,,0.0,0.0,Decane,-0.035617644624711585,0.0,0.0,0.0,0.0,2,0,0,0,0,1682
DTXSID5021837,,,0.0,0.0,2-Diethylaminoethanol,-0.05355351576769931,-0.05690904919822557,0.08022675342897663,0.0,0.09630314526071226,16,1,1,0,1,16083
DTXSID1042491,,,0.0,0.0,Pentyltriethoxysilane,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
DTXSID6022137,,,0.0,0.0,cis-3-Hexen-1-ol,0.004575736968992551,0.0,0.0,0.0,0.0,1,0,0,0,0,438
DTXSID0041484,,,0.0,0.0,cis-3-Hexenyl acetate,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,232
DTXSID6021032,,,0.0,0.0,N-Nitrosodipropylamine,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,127
DTXSID4025296,,,0.0,0.0,CID 12582,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
DTXSID1024704,,,0.0,0.0,4-tert-Butyltoluene,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,15
DTXSID3021643,,,0.0,0.0,Octanal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,571
DTXSID1021821,,,0.0,0.0,2-Butanone oxime,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,35
DTXSID3029289,,,0.0,0.0,"7a-Ethyldihydro-1H,3H,5H-oxazolo(3,4-c)oxazole",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6
DTXSID2024664,,,0.0,0.0,Butyraldoxime,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9
